0	0.0987866819
1	0.0790053308
2	0.1387524605
3	0.0819240212
4	0.0634338558
5	0.0462646484
6	0.0309741497
7	0.0237951279
8	0.0153942108
9	0.0119804144
10	0.0076854825
11	0.0060005784
12	0.0038412809
13	0.0030015707
14	0.0019204617
15	0.0015009642
16	0.0009602308
17	0.0007504821
18	0.0004801154
19	0.0003752708
20	0.0002400875
21	0.0001876354
22	0.0001200438
23	9.38177E-005
24	6.00219E-005
25	4.69089E-005
26	3.00407E-005
27	2.34842E-005
28	1.50204E-005
29	1.17421E-005
30	7.5102E-006
31	5.8413E-006
32	3.7551E-006

