0	0.2434602082
1	0.0986070335
2	0.0509682
3	0.0404948145
4	0.0561583489
5	0.0457287729
6	0.0494309217
7	0.0384484082
8	0.0422178656
9	0.0311710089
10	0.0356169045
11	0.0252515972
12	0.0298681557
13	0.0205878913
14	0.0250011235
15	0.0169134736
16	0.0209412873
17	0.0139943659
18	0.0175748914
19	0.0116509199
20	0.0147852898
21	0.0097499788
22	0.0124686658
23	0.0081934035
24	0.0105383247
25	0.0069084466
26	0.0089238882
27	0.0058404952
28	0.0075688958
29	0.0049479902
30	0.0064280778
31	0.0041987449
32	0.0054650009
33	0.0035675317
34	0.0046501458
35	0.0030342638
36	0.0039594322
37	0.0025827289
38	0.0033731163
39	0.0021997243
40	0.0028748214
41	0.0018744171
42	0.002450943
43	0.0015978217
44	0.0020900965
45	0.0013624281
46	0.0017827302
47	0.0011619925
48	0.0015208125
49	0.0009911954
50	0.0012975335
51	0.0008456409
52	0.0011071414
53	0.0007215142
54	0.0009447485
55	0.0006156713
56	0.0008062273
57	0.0005254
58	0.0006880462
59	0.000448361
60	0.000587225
61	0.0003826469
62	0.0005011857
63	0.0003265738
64	0.0004277527
65	0.0002787262
66	0.0003650784
67	0.0002378821
68	0.0003116131
69	0.0002030432
70	0.0002659559
71	0.0001733005
72	0.0002270043
73	0.0001479238
74	0.0001937449
75	0.0001262575
76	0.0001653582
77	0.0001077652
78	0.0001411438
79	9.19849E-005
80	0.0001204759
81	7.84993E-005
82	0.0001028329
83	6.69956E-005
84	8.77678E-005
85	5.71907E-005
86	7.49081E-005
87	4.88162E-005
88	6.39409E-005
89	4.16636E-005
90	0.000054583
91	3.55542E-005
92	4.65959E-005
93	3.03388E-005
94	3.97712E-005
95	2.58982E-005
96	3.39448E-005
97	2.20984E-005
98	2.89828E-005
99	1.88649E-005
100	2.47359E-005
101	1.60933E-005
102	2.11149E-005
103	1.37389E-005
104	1.80155E-005
105	1.17123E-005
106	0.000015378
107	9.9987E-006
108	1.31279E-005
109	8.5384E-006
110	1.12057E-005
111	7.2867E-006
112	9.5665E-006
113	6.2138E-006
114	8.1658E-006
115	5.3048E-006
116	6.9737E-006
117	0.00000453
118	5.9605E-006
119	3.8743E-006
120	5.0962E-006
121	3.3081E-006
122	4.3511E-006
123	2.8312E-006
124	3.6955E-006
125	0.000002414
126	0.000003159
127	2.0564E-006
128	2.6971E-006
129	1.7434E-006
130	2.2948E-006
131	1.4901E-006
132	1.9521E-006
133	1.2815E-006
134	1.6689E-006
135	1.1027E-006
136	1.4305E-006

