0	0.2434602082
1	0.0079619288
2	0.0205451846
3	0.0239230543
4	0.0221047848
5	0.0192737877
6	0.0164917707
7	0.0140228271
8	0.0119031966
9	0.010104239
10	0.008582592
11	0.0072958171
12	0.0062066317
13	0.0052835345
14	0.0045002103
15	0.0038347244
16	0.003268823
17	0.0027872324
18	0.0023771226
19	0.0020277202
20	0.0017299205
21	0.0014760047
22	0.0012594759
23	0.0010747612
24	0.0009171963
25	0.0007827878
26	0.0006680638
27	0.000570178
28	0.0004866421
29	0.000415355
30	0.0003545135
31	0.000302583
32	0.0002582669
33	0.0002204478
34	0.000188157
35	0.0001606047
36	0.0001370758
37	0.0001170039
38	9.98676E-005
39	8.52495E-005
40	7.27624E-005
41	0.000062108
42	5.30183E-005
43	4.52548E-005
44	3.86238E-005
45	3.29614E-005
46	2.81334E-005
47	2.40207E-005
48	0.000020504
49	0.000017494
50	1.49459E-005
51	1.27554E-005
52	1.08778E-005
53	9.2834E-006
54	7.9274E-006
55	6.7651E-006
56	5.7817E-006
57	4.9174E-006
58	4.2021E-006
59	3.5763E-006
60	3.0547E-006
61	2.6077E-006
62	2.2352E-006
63	1.9073E-006
64	1.6242E-006

