0	0.2305859625
1	0.1063239872
2	0.0606663227
3	0.0378259718
4	0.0247541517
5	0.0166103244
6	0.0112319887
7	0.0075287819
8	0.0049000382
9	0.0029915497
10	0.0015829019
11	0.0005308613
12	0.0002609901
13	0.0008595139
14	0.0013122149
15	0.0016535334
16	0.0019088872
17	0.0020973384
18	0.0022333413
19	0.0023279972
20	0.002389919
21	0.0024258345
22	0.0024410523
23	0.0024397746
24	0.0024253801
25	0.0024005659
26	0.0023675151
27	0.0023279749
28	0.0022833943
29	0.0022349432
30	0.0021835826
31	0.0021301024
32	0.0020751432
33	0.002019234
34	0.0019628182
35	0.0019062459
36	0.0018498339
37	0.0017938018
38	0.001738362
39	0.0016836673
40	0.0016298443
41	0.0015770122
42	0.0015252419
43	0.001474604
44	0.0014251508
45	0.0013769008
46	0.0013298914
47	0.0012841448
48	0.0012396574
49	0.0011964291
50	0.0011544675
51	0.0011137575
52	0.0010742806
53	0.0010360256
54	0.0009989738
55	0.0009631105
56	0.0009284019
57	0.0008948296
58	0.0008623675
59	0.0008309856
60	0.0008006692
61	0.000771381
62	0.0007430948
63	0.0007157847
64	0.0006894246
65	0.0006639808
66	0.0006394312
67	0.0006157532
68	0.0005929098
69	0.0005708784
70	0.0005496405
71	0.0005291626
72	0.000509426
73	0.0004904009
74	0.0004720613
75	0.0004543923
76	0.0004373677
77	0.0004209653
78	0.00040517
79	0.0003899522
80	0.0003752932
81	0.0003611743
82	0.0003475845
83	0.0003344938
84	0.0003218837
85	0.000309743
86	0.0002980605
87	0.0002868026
88	0.0002759732
89	0.0002655461
90	0.0002555028
91	0.0002458394
92	0.000236541
93	0.0002275929
94	0.00021898
95	0.0002106875
96	0.0002027079
97	0.0001950264
98	0.0001876354
99	0.0001805201
100	0.0001736693
101	0.0001670793
102	0.0001607463
103	0.0001546517
104	0.0001487806
105	0.0001431331
106	0.0001377016
107	0.0001324713
108	0.0001274422
109	0.0001225993
110	0.0001179501
111	0.0001134686
112	0.0001091547
113	0.0001050122
114	0.0001010224
115	9.71854E-005
116	9.34899E-005
117	0.000089936
118	8.65161E-005
119	8.32267E-005
120	8.00639E-005
121	7.70241E-005
122	7.40886E-005
123	7.12723E-005
124	6.85677E-005
125	6.59637E-005
126	6.34491E-005
127	6.10352E-005
128	5.87143E-005
129	5.64791E-005
130	5.43296E-005
131	5.22621E-005
132	5.02765E-005
133	4.83617E-005
134	4.65252E-005
135	4.47556E-005
136	4.30532E-005
137	4.14178E-005
138	3.98457E-005
139	3.83258E-005
140	3.68655E-005
141	0.000035461
142	3.41088E-005
143	3.28049E-005
144	3.15644E-005
145	3.03611E-005
146	2.92063E-005
147	2.80924E-005
148	0.000027027
149	2.59988E-005
150	2.50041E-005
151	2.40542E-005
152	2.31415E-005
153	2.22623E-005
154	0.000021413
155	2.06009E-005
156	1.98111E-005
157	1.90623E-005
158	1.83396E-005
159	1.76392E-005
160	1.69724E-005
161	1.63317E-005
162	1.57058E-005
163	1.51061E-005
164	1.45324E-005
165	1.39847E-005
166	1.34446E-005
167	1.29342E-005
168	1.24425E-005
169	1.19731E-005
170	1.15186E-005
171	1.10716E-005
172	1.06543E-005
173	0.000010252
174	9.8571E-006
175	9.4846E-006
176	9.1195E-006
177	8.7731E-006
178	8.4378E-006
179	8.1174E-006
180	7.8082E-006
181	7.5102E-006
182	7.2233E-006
183	6.9477E-006
184	6.6832E-006
185	6.4261E-006
186	0.000006184
187	0.000005953
188	5.7295E-006
189	0.000005506
190	5.3011E-006
191	5.0962E-006
192	4.9025E-006
193	4.7162E-006
194	4.5337E-006
195	4.3623E-006
196	4.1947E-006
197	4.0382E-006
198	3.8892E-006
199	3.7327E-006
200	3.5912E-006
201	3.4608E-006
202	3.3267E-006
203	3.2037E-006
204	3.0845E-006
205	2.9653E-006
206	2.8536E-006
207	2.7455E-006
208	2.6375E-006
209	2.5332E-006
210	2.4401E-006
211	2.3469E-006
212	2.2613E-006
213	2.1756E-006
214	2.0936E-006
215	2.0117E-006

