3969	0.024
16129	0.142
28224	0.3
65025	0.782
88804	1.59
158404	3.37
261121	4.677
300304	7.468
357604	8.53
487204	9.873
636804	13.809
806404	19.672
1046529	20.695
1205604	35.024
1435204	44.101

